2025-08-22 01:47:15 | streamlit_app | INFO | 🚀 Starting RAG Indexing Comparison App
2025-08-22 01:47:15 | streamlit_app | INFO | 📄 1 files uploaded: ['Test Confluence and Jira Tickets.docx']
2025-08-22 01:47:15 | streamlit_app | INFO | 🚀 Run comparison button clicked for query: 'The AI travel policy checker is aiming to solve wh...'
2025-08-22 01:47:15 | streamlit_app | INFO | 🔧 Executing 6 configurations: ['openai-1536d_fixed-500c-100o_vector', 'openai-1536d_fixed-500c-100o_bm25', 'openai-1536d_fixed-500c-100o_hybrid_a0.7', 'cohere-1536d_fixed-500c-100o_vector', 'cohere-1536d_fixed-500c-100o_bm25', 'cohere-1536d_fixed-500c-100o_hybrid_a0.7']
2025-08-22 01:47:16 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-500c-100o_vector
2025-08-22 01:47:16 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-500c-100o_vector (run_id: 4ecceaff)
2025-08-22 01:47:16 | rag_pipeline | INFO | 🔪 Chunking completed: 55 chunks in 0.00s
2025-08-22 01:47:16 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 01:47:18 | rag_pipeline | INFO | 🔢 Embeddings completed: 55 chunks in 1.62s
2025-08-22 01:47:18 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 01:47:20 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-22 01:47:20 | streamlit_app | INFO | ✅ Config openai-1536d_fixed-500c-100o_vector completed in 3.75s
2025-08-22 01:47:20 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-500c-100o_bm25
2025-08-22 01:47:20 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-500c-100o_bm25 (run_id: 1bb98516)
2025-08-22 01:47:20 | rag_pipeline | INFO | 🔪 Chunking completed: 55 chunks in 0.00s
2025-08-22 01:47:21 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 01:47:22 | rag_pipeline | INFO | 🔢 Embeddings completed: 55 chunks in 1.61s
2025-08-22 01:47:22 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-08-22 01:47:23 | httpx | INFO | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-08-22 01:47:23 | streamlit_app | INFO | ✅ Config openai-1536d_fixed-500c-100o_bm25 completed in 3.42s
2025-08-22 01:47:24 | streamlit_app | INFO | ⚡ Starting execution for config: openai-1536d_fixed-500c-100o_hybrid_a0.7
2025-08-22 01:47:24 | rag_pipeline | INFO | 📋 Executing config: openai-1536d_fixed-500c-100o_hybrid_a0.7 (run_id: 38ae554c)
2025-08-22 01:47:24 | rag_pipeline | INFO | 🔪 Chunking completed: 55 chunks in 0.00s
